"","Location","Station.Name","State","TimeZone","DayTimeSaving","Latitude","Longitude","Elevation","City"
"644","KLRJ","Le Mars Municipal Airport","IA","C","y",42.78,-96.2,1197.51,NA
"645","KLWD","Lamoni Municipal Airport","IA","C","y",40.631,-93.901,1122.05,NA
"646","KMCW","Mason City Municipal Airport","IA","C","y",43.16,-93.33,1193.9,NA
"647","KMIW","Marshalltown Municipal Airport","IA","C","y",42.11,-92.91,971.129,NA
"648","KMPZ","Mount Pleasant Muni Airport","IA","C","y",40.95,-91.51,734.908,NA
"649","KMUT","Muscatine","IA","C","y",41.37,-91.15,547.9,NA
"650","KMXO","Monticello Municipal","IA","C","y",42.23,-91.17,849.738,NA
"651","KOLZ","Oelwein Municipal Airport","IA","C","y",42.68,-91.96,1076.11,NA
"652","KOOA","Oskaloosa Municipal Airport","IA","C","y",41.233,-92.483,839.895,NA
"653","KORC","Orange City","IA","C","y",42.98,-96.07,1414.04,NA
"654","KOTM","Ottumwa Industrial Airport","IA","C","y",41.11,-92.45,841.864,NA
"655","KOXV","Knoxville","IA","C","y",41.3,-93.12,928.478,NA
"656","KPEA","Pella Muni Airport","IA","C","y",41.4,-92.95,885.827,NA
"657","KPRO","Perry Municipal Airport","IA","C","y",41.828,-94.1598,1013,NA
"658","KRDK","Red Oak","IA","C","y",41.02,-95.27,1043.31,NA
"659","KSDA","Shenandoah Municipal","IA","C","y",40.75,-95.42,971.129,NA
"660","KSHL","Sheldon","IA","C","y",43.22,-95.83,1417.32,NA
"661","KSLB","Storm Lake","IA","C","y",42.6,-95.23,1489.5,NA
"662","KSPW","Spencer Municipal Airport","IA","C","y",43.17,-95.21,1338.58,NA
"663","KSUX","Sioux Gateway Airport","IA","C","y",42.41,-96.38,1102.03,"Sioux City"
"664","KTNU","Newton Municipal","IA","C","y",41.68,-93.02,951.444,NA
"665","KTVK","Centerville Municipal Airport","IA","C","y",40.6839,-92.901,1028,NA
"666","KVTI","Vinton Veterans Mem Airpark Airport","IA","C","y",42.219,-92.026,846.457,NA
"667","K77M","Malta","ID","M","y",42.3,-113.37,4540.03,NA
"668","KBOI","Boise Municipal","ID","M","y",43.58,-116.22,2707.02,"Boise"
"669","KBYI","Burley Municipal","ID","M","y",42.54,-113.77,4157.15,NA
"670","KCOE","COEUR D'ALENE(AWOS)","ID","P","y",47.78,-116.82,2319.55,NA
"671","KDIJ","Driggs-Reed Memorial Airport","ID","M","y",43.7417,-111.098,NA,NA
"672","KEUL","Caldwell","ID","M","y",43.64,-116.64,2427.82,NA
"673","KGIC","Grangeville, Idaho County Airport, ID","ID","P","y",45.9426,-116.123,3314,NA
"674","KIDA","Idaho Falls/Fanning","ID","M","y",43.53,-112.07,4729,"Idaho Falls"
"675","KJER","Jerome County Airport","ID","M","y",42.728,-114.453,4045.28,NA
"676","KLLJ","Challis (amos)","ID","M","y",44.523,-114.215,5072.18,NA
"677","KLWS","Lewiston (amos)","ID","P","y",46.39,-117.02,1420.93,"Lewiston"
"678","KMLD","Malad City","ID","M","y",42.18,-112.32,4481.96,NA
"679","KMLP","Mullan Pass Vor","ID","M","y",47.45,-115.67,6027.89,NA
"680","KMUO","Mountain Home AFB","ID","M","y",43.05,-115.87,2992.13,NA
"681","KMYL","Mc Call","ID","M","y",44.89,-116.1,5019.69,NA
"682","KP69","Lowell","ID","P","y",46.15,-115.6,4097.77,NA
"683","KPIH","Pocatello Municipal","ID","M","y",42.93,-112.6,4469.16,"Pocatello"
"684","KRXE","Rexburg-Madison County Airport","ID","M","y",43.83,-111.81,4858.92,NA
"685","KS14","Spencer","ID","P","y",44.3,-112.1,5882.55,NA
"686","KSMN","Salmon/Lemhi (awos)","ID","M","y",45.12,-113.88,4045.28,NA
"687","KSNT","Stanley Ranger Station","ID","M","y",44.17,-114.93,6496.06,NA
"688","KSUN","Hailey/Friedman Mem","ID","M","y",43.51,-114.3,5314.96,"Hailey / Sun Valley"
"689","KSZT","Sandpoint Airport","ID","M","y",48.3,-116.55,2125.98,NA
"690","KTWF","Twin Falls/Joslin","ID","M","y",42.48,-114.48,4255.25,"Twin Falls"
"691","KU78","Soda Springs/Tigert","ID","M","y",42.66,-111.58,5839.9,NA
"692","K1H2","Effingham","IL","C","y",39.07,-88.53,587.27,NA
"693","K3LF","Litchfield Municipal Airport","IL","C","Y",39.163,-89.675,688.976,NA
"694","KAAA","Logan County Airport","IL","C","y",40.16,-89.33,583.99,NA
"695","KAJG","Mount Carmel Municipal Airport","IL","C","Y",38.607,-87.727,429.79,NA
"696","KALN","Alton / St. Louis Regional","IL","C","y",38.91,-90.05,557.743,NA
"697","KARR","Aurora Municipal Airport","IL","C","y",41.77,-88.47,705.381,NA
"698","KBLV","Scott Air Force Base / Belleville","IL","C","y",38.55,-89.85,442.913,"Belleville"
"699","KBMI","Bloomington / Normal","IL","C","y",40.48,-88.93,892.388,"Bloomington / Normal"
"700","KC09","Morris Muni-James R Washburn Field Airport","IL","C","y",41.43,-88.42,583.99,NA
"701","KC75","Lacon","IL","C","y",41.02,-89.39,567.585,NA
"702","KCIR","Cairo Regional Airport","IL","C","y",37.067,-89.217,351.05,NA
"703","KCMI","Champaign / Urbana, University of Illinois-Willard","IL","C","y",40.04,-88.28,774.278,"Champaign / Urbana / Savoy"
"704","KCPS","Cahokia / St. Louis, St. Louis Downtown Airport","IL","C","y",38.58,-90.15,413.386,NA
"705","KCUL","Carmi Municipal Airport","IL","C","y",38.09,-88.123,387.139,NA
"706","KDEC","Decatur Airport","IL","C","y",39.84,-88.87,698.819,NA
"707","KDKB","DeKalb Taylor Municipal Airport","IL","C","y",41.93,-88.72,915.354,NA
"708","KDNV","Danville, Vermilion County Airport","IL","C","y",40.2,-87.6,695.538,NA
"709","KDPA","Chicago / West Chicago, Dupage Airport","IL","C","y",41.93,-88.25,757.874,NA
"710","KENL","Centralia Municipal Airport","IL","C","y",38.52,-89.08,534.777,NA
"711","KFEP","Albertus Airport","IL","C","y",42.25,-89.58,859.58,NA
"712","KFOA","Flora Municipal Airport","IL","C","y",38.67,-88.45,472.441,NA
"713","KFWC","Fairfield Municipal Airport","IL","C","y",38.38,-88.42,436.352,NA
"714","KGBG","Galesburg Municipal Airport","IL","C","y",40.94,-90.43,764.436,NA
"715","KHSB","Harrisburg-Raleigh Airport","IL","C","y",37.82,-88.55,396.982,NA
"716","KIGQ","Lansing Municipal Airport","IL","C","y",41.53,-87.53,616.798,NA
"717","KIJX","Jacksonville Municipal Airport","IL","C","y",39.78,-90.23,623.36,NA
"718","KIKK","Greater Kankakee Airport","IL","C","y",41.07,-87.85,646.325,NA
"719","KJOT","Joliet Park district","IL","C","y",41.52,-88.18,594.16,NA
"720","KLOT","Chicago/Romeoville, Lewis University Airport","IL","C","y",41.61,-88.1,757.874,NA
"721","KLWV","Lawrenceville-Vincennes Intl Airport","IL","C","y",38.76,-87.6,429.79,NA
"722","KM30","Metropolis Municipal Airport","IL","C","y",37.183,-88.75,383.858,NA
"723","KMDH","Carbondale/Murphysboro, Southern Illinois Airport","IL","C","y",37.79,-89.25,419.948,NA
"724","KMDW","Chicago Midway Airport","IL","C","y",41.79,-87.75,611.877,"Chicago"
"725","KMLI","Moline, Quad-City Airport","IL","C","y",41.46,-90.52,591.864,"Moline"
"726","KMQB","Macomb Muni Airport","IL","C","y",40.52,-90.65,708.661,NA
"727","KMTO","Mattoon/Charleston, Coles County Memorial Airport","IL","C","y",39.48,-88.28,721.785,NA
"728","KMVN","Mount Vernon Automatic Weather Observing/Reporting","IL","C","y",38.33,-88.87,479.003,NA
"729","KMWA","Marion Regional","IL","C","y",37.76,-89,472.441,"Marion"
"730","KOLY","Olney-Noble Airport","IL","C","y",38.73,-88.18,482.283,NA
"731","KORD","Chicago/O'Hare","IL","C","y",41.98,-87.9,658.136,"Chicago"
"732","KPIA","General Downing - Peoria International Airport","IL","C","y",40.66,-89.68,682.087,"Peoria"
"733","KPNT","Pontiac Municipal Airport","IL","C","y",40.92,-88.63,659.449,NA
"734","KPPQ","Pittsfield Penstone Municipal Airport","IL","C","y",39.63,-90.78,708.661,NA
"735","KPRG","Edgar County Airport","IL","C","y",39.7,-87.67,652.887,NA
"736","KPWK","Chicago Executive Airport","IL","C","y",42.11,-87.9,646.325,NA
"737","KRFD","Chicago Rockford International Airport","IL","C","y",42.21,-89.1,732.94,"Rockford"
"738","KRPJ","Rochelle Muni-Koritz Field Airport","IL","C","y",41.89,-89.08,780.84,NA
"739","KRSV","Robinson Municipal Airport","IL","C","y",39.016,-87.65,462.598,NA
"740","KSAR","Sparta Community-Hunter Field Airport","IL","C","y",38.15,-89.7,538.058,NA
"741","KSFY","Tri-Township Airport","IL","C","y",42.05,-90.1,616.798,NA
"742","KSLO","Salem-Leckrone","IL","C","y",38.65,-88.97,570.866,NA
"743","KSPI","Springfield, Capital Airport","IL","C","y",39.86,-89.67,585.958,"Springfield"
"744","KSQI","Sterling Rock Falls","IL","C","y",41.75,-89.67,646.325,NA
"745","KTAZ","Taylorville Municipal Airport","IL","C","y",39.53,-89.33,623.36,NA
"746","KTIP","Rantoul Natl Avn Cntr-Frank Elliot Field Airport","IL","C","y",40.29,-88.14,738.189,NA
"747","KUGN","Chicago / Waukegan, Waukegan Regional Airport","IL","C","y",42.42,-87.87,728.346,NA
"748","KUIN","Quincy Regional-Baldwin Field Airport","IL","C","y",39.94,-91.2,763.123,"Quincy"
"749","KVYS","Illinois Valley Rgnl-Walter A Duncan Field Airport","IL","C","y",41.35,-89.15,652.887,NA
"750","KAID","Anderson Municipal","IN","E","y",40.12,-85.62,918.635,NA
"751","KASW","Warsaw Municipal Airport","IN","E","y",41.275,-85.84,849.738,NA
"752","KBAK","Columbus / Bakalar","IN","E","y",39.26,-85.88,655.84,NA
"753","KBMG","Bloomington, Monroe County Airport","IN","E","y",39.14,-86.62,866.142,NA
"754","KEKM","Elkhart Municipal","IN","E","y",41.73,-86,797.244,NA
"755","KEVV","Evansville Regional Airport","IN","C","y",38.05,-87.53,380.906,"Evansville"
"756","KEYE","Indianapolis, Eagle Creek Airpark","IN","E","y",39.825,-86.296,820.21,NA
"757","KFWA","Fort Wayne International Airport","IN","E","y",41.01,-85.2,816.929,"Fort Wayne"
"758","KGEZ","Shelbyville Municipal Airport","IN","E","y",39.596,-85.8,803.806,NA
"759","KGGP","Logansport/Cass County Airport","IN","E","y",40.7113,-86.3727,738,NA
"760","KGSH","Goshen Municipal Airport","IN","E","y",41.53,-85.79,827.1,NA
"761","KGUS","Grissom Air Force Base / Peru","IN","E","y",40.65,-86.15,830.052,NA
"762","KGWB","DeKalb County Airport","IN","E","Y",41.4,-84.99,817,NA
"763","KGYY","Gary Chicago International","IN","C","y",41.62,-87.42,606.955,NA
"764","KHNB","Huntingburg","IN","C","y",38.26,-86.95,528.215,NA
"765","KHUF","Terre Haute International Airport","IN","E","y",39.46,-87.3,575.131,NA
"766","KIND","Indianapolis International Airport","IN","E","y",39.73,-86.27,810.039,"Indianapolis"
"767","KLAF","Lafayette, Purdue University Airport","IN","E","y",40.43,-86.93,623.031,NA
"768","KMGC","Michigan City Municipal Airport-Phillips Field","IN","C","y",41.7033,-86.8212,655,NA
"769","KMIE","Muncie, Delaware County-Johnson Field","IN","E","y",40.242,-85.396,961.286,NA
"770","KMZZ","Marion Municipal Airport","IN","E","y",40.4899,-85.6798,859,NA
"771","KOKK","Kokomo Muni Airport","IN","E","y",40.53,-86.06,830.052,NA
"772","KOXI","Starke County Airport","IN","E","y",41.33,-86.664,685,NA
"773","KPPO","La Porte Municipal Airport","IN","C","y",41.5725,-86.7345,812,NA
"774","KRCR","Fulton County Airport","IN","E","y",41.0655,-86.1817,790,NA
"775","KSBN","South Bend Regional Airport","IN","E","y",41.71,-86.32,772.966,"South Bend"
"776","KTYQ","Indianapolis Executive Airport","IN","E","y",40.0306,-86.2514,922,NA
"777","KVPZ","Valparaiso, Porter County Municipal Airport","IN","C","y",41.45,-87.01,790.682,NA
"778","NGTA","Tarawa","KB","G","n",1.35,172.917,13.123,NA
"779","KAAO","Wichita Colonel James Jabara Airport","KS","C","y",37.75,-97.22,1420.6,NA
"780","KCFV","Coffeyville Municipal Airport","KS","C","y",37.08,-95.57,754.593,NA
"781","KCNK","Concordia, Blosser Municipal Airport","KS","C","y",39.55,-97.65,1469.16,NA
"782","KCNU","Chanute Martin Johnson Airport","KS","C","y",37.68,-95.48,979.003,NA
"783","KDDC","Dodge City Regional Airport","KS","C","y",37.78,-99.97,2594.16,NA
"784","KEHA","Elkhart Automatic Weather Observing / Reporting","KS","C","y",37.01,-101.88,3605.64,NA
"785","KEMP","Emporia","KS","C","y",38.34,-96.2,1208.99,NA
"786","KEWK","Newton Automatic Weather Observing / Reporting Sys","KS","C","y",38.05,-97.29,1532.15,NA
"787","KFOE","Topeka, Forbes Field","KS","C","y",38.96,-95.67,1063.98,NA
"788","KFRI","Fort Riley","KS","C","y",39.05,-96.767,1062.99,NA
"789","KGBD","Great Bend Automatic Weather Observing / Reporting","KS","C","y",38.34,-98.86,1886.48,NA
"790","KGCK","Garden City Regional Airport","KS","C","y",37.94,-100.72,2881.89,"Garden City"
"791","KGLD","Goodland, Renner Field","KS","M","y",39.38,-101.7,3645.01,NA
"792","KHLC","Hill City Municipal Airport","KS","C","y",39.39,-99.83,2187.99,NA
"793","KHUT","Hutchinson Municipal Airport","KS","C","y",38.08,-97.87,1521.98,NA
"794","KHYS","Hays Municipal Automatic Weather Observing/Report","KS","C","y",38.86,-99.27,1998.03,"Hays"
"795","KIAB","McConnell Air Force Base","KS","C","y",37.617,-97.267,1388.12,NA
"796","KICT","Wichita Mid-Continent Airport","KS","C","y",37.66,-97.43,1319.88,"Wichita"
"797","KIXD","Olathe, New Century Aircenter","KS","C","y",38.83,-94.89,1086.94,NA
"798","KLBL","Liberal Municipal Automatic Weather Observing","KS","C","y",37.05,-100.97,2956.04,NA
"799","KLWC","Lawrence Municipal Airport","KS","C","y",39.02,-95.22,833.333,NA
"800","KMHK","Manhattan Regional Airport","KS","C","y",39.16,-96.67,1082.68,"Manhattan"
"801","KOJC","Olathe, Johnson County Executive Airport","KS","C","y",38.85,-94.74,1095.8,NA
"802","KP28","Medicine Lodge","KS","C","y",37.3,-98.58,1535.1,NA
"803","KPPF","Parsons, Tri-City Airport","KS","C","y",37.3,-95.5,898.95,NA
"804","KPTT","Pratt Industrial Airport","KS","C","y",37.702,-98.747,1952.1,NA
"805","KRSL","Russell Municipal Airport","KS","C","y",38.87,-98.81,1863.84,NA
"806","KSLN","Salina Municipal Airport","KS","C","y",38.8,-97.65,1271,"Salina"
"807","KTOP","Topeka, Philip Billard Municipal Airport","KS","C","y",39.08,-95.62,883.858,NA
"808","KUKL","Coffey County Airport","KS","C","Y",38.3,-95.717,1174.54,NA
"809","KWLD","Winfield / Arkansas City, Strother Field","KS","C","y",37.16,-97.03,1158.14,NA
"810","NCRG","Rarotonga","KU","G","n",-21.2,-159.817,22.966,NA
"811","NIUE","Alofi/Niue","KU","G","n",-19.067,-169.917,72.178,NA
"812","K1A6","Middlesboro-Bell County Airport","KY","E","y",36.611,-83.737,1154.86,NA
"813","KBWG","Bowling Green-Warren County Regional Airport","KY","C","y",36.96,-86.42,527.887,NA
"814","KCVG","Covington / Cincinnati / Northern Kentucky","KY","E","y",39.05,-84.67,886.155,"Cincinnati/Covington"
"815","KDVK","Stuart Powell Field Airport","KY","E","Y",37.5779,-84.7697,1022,NA
"816","KEHR","Henderson City","KY","C","y",37.82,-87.69,383.858,NA
"817","KEKQ","Wayne County Airport","KY","E","y",36.855,-84.856,962.927,NA
"818","KFFT","Frankfort, Capital City Airport","KY","E","y",38.18,-84.9,803.806,NA
"819","KFTK","Fort Knox","KY","E","y",37.9,-85.967,784.121,NA
"820","KGLW","Glasgow Municipal Airport","KY","C","y",36.963,-85.946,715.223,NA
"821","KHOP","Fort Campbell U. S. Army Airfield","KY","C","y",36.669,-87.496,561.024,NA
"822","KI16","Kee Field Airport","KY","E","y",37.6,-81.559,1784.78,NA
"823","KI39","Madison Airport","KY","E","y",37.6308,-84.3323,1002,NA
"824","KJKL","Julian Carroll Airport","KY","E","y",37.6,-83.32,1365.16,NA
"825","KLEX","Lexington, Blue Grass Airport","KY","E","y",38.05,-84.6,980.971,"Lexington"
"826","KLOU","Louisville, Bowman Field Airport","KY","E","y",38.23,-85.67,540.026,NA
"827","KLOZ","London-Corbin Airport-Magee Field","KY","E","y",37.09,-84.04,1206.04,NA
"828","KOWB","Owensboro / Daviess","KY","C","y",37.76,-87.17,416.667,"Owensboro"
"829","KPAH","Paducah, Barkley Regional Airport","KY","C","y",37.07,-88.77,407.152,"Paducah"
"830","KSDF","Louisville, Standiford Field","KY","E","y",38.19,-85.73,480.971,"Louisville"
"831","KSME","Somerset-Pulaski County-J.T. Wilson Field Airport","KY","E","y",37.055,-84.614,928.478,NA
"832","KY15","Brennan Farm Airport","KY","E","y",45.65,-84.467,577.428,NA
"833","K1B7","Boothville Heliport","LA","C","y",29.35,-89.433,3.281,NA
"834","K2F8","Morehouse Memorial Airport","LA","C","y",32.7558,-91.8806,NA,NA
"835","K2GL","Galliano Heliport","LA","C","y",29.417,-90.3,6.562,NA
"836","K3B6","Eugene Island 300","LA","C","y",28.083,-92.7,3.281,NA
"837","K7R3","Amelia / Lake Palourd","LA","C","y",29.7,-91.1,6.562,NA
"838","K7R4","Intracoastal City","LA","C","y",29.783,-92.133,16.404,NA
"839","K7R5","Cameron Heliport","LA","C","y",29.783,-93.3,3.281,NA
"840","K7R8","South Marsh Island","LA","C","y",28.3,-91.983,3.281,NA
"841","KACP","Allen Parish Airport","LA","C","y",30.7506,-92.6886,NA,NA
"842","KAEX","Alexandria International Airport","LA","C","y",31.33,-92.55,88.911,"Alexandria"
"843","KAQV","Ft. Polk/Peason Ridge","LA","C","y",31.4,-93.283,364.173,NA
"844","KARA","New Iberia, Acadiana Regional Airport","LA","C","y",30.03,-91.88,25.919,NA
"845","KASD","Slidell Airport","LA","C","y",30.35,-89.82,26.247,NA
"846","KBAD","Barksdale Air Force Base","LA","C","y",32.5,-93.683,166.995,NA
"847","KBKB","Ft. Polk/Fullerton Landing","LA","C","y",31,-92.967,308.399,NA
"848","KBQP","Morehouse Memorial Airport","LA","C","y",32.7561,-91.8806,168,NA
"849","KBTR","Baton Rouge Metropolitan, Ryan Field","LA","C","y",30.54,-91.15,59.055,"Baton Rouge"
"850","KBVE","Boothville","LA","C","y",29.333,-89.4,15.092,NA
"851","KCWF","Chenault Airpark","LA","C","y",30.22,-93.15,16.076,NA
"852","KDNK","Ft. Polk/Self Strip","LA","C","y",31.1,-93,374.016,NA
"853","KDRI","Beauregard Regional Airport","LA","C","y",30.833,-93.333,206.693,NA
"854","KDTN","Shreveport Downtown Airport","LA","C","y",32.53,-93.75,180.446,NA
"855","KE12","East Cameron 345","LA","C","y",28.083,-92.7,0,NA
"856","KESF","Alexandria Esler Regional Airport","LA","C","y",31.4,-92.3,111.877,NA
"857","KF24","Minden Airport","LA","C","y",32.646,-93.2981,278,NA
"858","KGAO","South Lafourche Airport","LA","C","y",29.4447,-90.2611,NA,NA
"859","KGSM","Ship Shoal 207A","LA","C","y",28.533,-90.983,3.281,NA
"860","KH08","High Island 264C","LA","C","y",28.467,-93.733,98.425,NA
"861","KHDC","Hammond Municipal Airport","LA","C","y",30.52,-90.42,42.651,NA
"862","KHUM","Houma-Terrebonne","LA","C","y",29.57,-90.67,9.843,NA
"863","KIER","Natchitoches Regional Airport","LA","C","y",31.733,-93.1,121.391,NA
"864","KLCH","Lake Charles Regional Airport","LA","C","y",30.12,-93.22,15.092,"Lake Charles"
"865","KLFT","Lafayette Regional Airport","LA","C","y",30.2,-92,38.058,"Lafayette"
"866","KMLU","Monroe Regional Airport","LA","C","y",32.51,-92.04,132.874,"Monroe"
"867","KMNE","Minden, LA","LA","C","y",32.646,-93.298,278,NA
"868","KMSY","New Orleans International Airport","LA","C","y",29.98,-90.25,3.937,"New Orleans"
"869","KNBG","New Orleans, Naval Air Station","LA","C","y",29.833,-90.017,-0.984,NA
"870","KNEW","New Orleans Lakefront Airport","LA","C","y",30.04,-90.03,8.858,NA
"871","KP92","Salt Point","LA","C","y",29.6,-91.3,9.843,NA
"872","KPOE","Fort Polk","LA","C","y",31.05,-93.183,334.974,NA
"873","KPTN","Patterson Memorial","LA","C","y",29.72,-91.33,9.843,NA
"874","KRSN","Ruston Regional Airport","LA","C","y",32.5144,-92.5883,NA,NA
"875","KS58","South Timbalier","LA","C","y",28.32,-90.35,3.281,NA
"876","KSHV","Shreveport Regional Airport","LA","C","y",32.45,-93.83,253.937,"Shreveport"
"877","KSRN","South Marsh 268A","LA","C","y",29.117,-91.867,3.281,NA
"878","KTVR","Vicksburg / Tallulah Regional Airport","LA","C","y",32.35,-91.03,75.459,NA
"879","KW60","West Cameron 560","LA","C","y",29.15,-93.35,0,NA
"880","KXCN","Green Canyon 184","LA","C","y",27.767,-91.517,0,NA
"881","TLPC","Vigie","LC","A","n",14.017,-61,6.562,NA
"882","TLPL","Hewanorra Intl Airport","LC","A","n",13.75,-60.95,32.808,NA
"883","KUXL","Southland Field Airport","LS","C","y",0,0,NA,NA
"884","KACK","Nantucket Memorial Airport","MA","E","y",41.26,-70.07,44.948,"Nantucket"
"885","KAQW","North Adams, Harriman-And-West Airport","MA","E","y",42.71,-73.17,659.449,NA
"886","KBAF","Westfield, Barnes Municipal Airport","MA","E","y",42.16,-72.72,270.997,NA
"887","KBED","Bedford, Hanscom Field","MA","E","y",42.47,-71.29,132.874,"Bedford"
"888","KBOS","Boston, Logan International Airport","MA","E","y",42.38,-71.03,20.013,"Boston"
"889","KBVY","Beverly Municipal Airport","MA","E","y",42.59,-70.92,111.549,NA
"890","KCEF","Chicopee Falls / Westover Air Force Base","MA","E","y",42.21,-72.53,246.063,NA
"891","KCHH","Chatham","MA","E","y",41.667,-69.967,52.493,NA
"892","KCQX","Chatham Municipal Airport","MA","E","y",41.7,-69.99,62.336,NA
"893","KEWB","New Bedford Regional Airport","MA","E","y",41.69,-70.97,82.021,NA
"894","KFIT","Fitchburg Municipal Airport","MA","E","y",42.55,-71.76,348.097,NA
"895","KFMH","Cape Cod Coast Guard Air Station","MA","E","y",41.66,-70.52,131.234,NA
"896","KHYA","Hyannis, Barnstable Municipal-Boardman Airport","MA","E","y",41.68,-70.28,55.774,"Hyannis"
"897","KLWM","Lawrence Municipal Airport","MA","E","y",42.73,-71.12,150.919,NA
"898","KMQE","Blue Hill - Milton","MA","E","y",42.21,-71.11,629.921,NA
"899","KMVY","Marthas Vineyard Airport","MA","E","y",41.41,-70.62,68.898,"Vineyard Haven"
"900","KORE","Orange Municipal Airport","MA","E","y",42.58,-72.28,538.058,NA
"901","KORH","Worcester Regional Airport","MA","E","y",42.28,-71.87,985.892,"Worcester"
"902","KOWD","Norwood Memorial Airport","MA","E","y",42.19,-71.17,49.213,NA
"903","KPSF","Pittsfield Municipal Airport","MA","E","y",42.43,-73.29,1193.9,NA
"904","KPVC","Provincetown Automatic Weather Observing/Reporting","MA","E","y",42.01,-70.2,6.562,"Provincetown"
"905","KPYM","Plymouth Municipal Airport","MA","E","y",41.91,-70.73,147.638,NA
"906","KTAN","Taunton","MA","E","y",41.89,-71.02,42.651,NA
"907","K2G4","Garrett County Airport","MD","E","y",39.5803,-79.3394,2933,NA
"908","KADW","Camp Springs / Andrews Air Force Base","MD","E","y",38.83,-76.87,282.152,NA
"909","KAPG","Phillips Army Air Field / Aberdeen","MD","E","y",39.47,-76.17,59.055,NA
"910","KBWI","Baltimore-Washington International Airport","MD","E","y",39.19,-76.67,147.966,"Baltimore"
"911","KCBE","Greater Cumberland Regional Airport","MD","E","y",39.617,-78.767,774.278,NA
"912","KCGE","Cambridge-Dorchester Airport","MD","E","y",38.5393,-76.0304,20,NA
"913","KCGS","College Park Airport","MD","E","y",0,0,NA,NA
"914","KDMH","Baltimore, Inner Harbor","MD","E","y",39.28,-76.61,19.029,NA
"915","KDMW","Carroll County Regional Airport/Jack B Poage Field","MD","E","y",39.36,-77,240,NA
"916","KESN","Easton/Newman Field Airport","MD","E","y",38.8,-76.067,72.178,NA
"917","KFDK","Frederick Municipal Airport","MD","E","y",39.418,-77.374,308.071,NA
"918","KFME","Ft Meade/Tipton","MD","E","y",39.083,-76.767,0,NA
"919","KGAI","Montgomery County Airpark","MD","E","Y",39.1683,-77.166,538,NA
"920","KHGR","Hagerstown Regional Airport","MD","E","y",39.71,-77.73,721.785,"Hagerstown"
"921","KMTN","Baltimore / Martin","MD","E","y",39.34,-76.42,22.966,NA
"922","KNAK","Annapolis (U.S. Naval Academy)","MD","E","y",38.98,-76.48,6.562,NA
"923","KNHK","Patuxent River, Naval Air Station","MD","E","y",38.29,-76.4,45.932,NA
"924","KNUI","Webster Naval Outlying Field","MD","E","y",38.1489,-76.42,NA,NA
"925","KOXB","Ocean City Municipal Airport","MD","E","y",38.308,-75.124,13.123,NA
"926","KSBY","Salisbury-Wicomico County Regional Airport","MD","E","y",38.34,-75.5,49.869,"Salisbury"
"927","K40B","Clayton Lake","ME","E","y",46.617,-69.533,1030.18,NA
"928","KAUG","Augusta State Airport","ME","E","y",44.32,-69.8,350.066,NA
"929","KBGR","Bangor International Airport","ME","E","y",44.81,-68.83,149.934,"Bangor"
"930","KBHB","Bar Harbor Automatic Weather Observing / Reporting","ME","E","y",44.46,-68.37,85.302,NA
"931","KCAR","Caribou Municipal Airport","ME","E","y",46.88,-68.02,624.016,NA
"932","KFVE","Frenchville, Northern Aroostook Regional Airport","ME","E","y",47.29,-68.32,1013.78,NA
"933","KGNR","Greenville","ME","E","y",45.462,-69.595,1036.74,NA
"934","KGYX","Portland","ME","E","y",43.883,-70.25,82.021,NA
"935","KHUL","Houlton International Airport","ME","E","y",46.14,-67.78,492.126,NA
"936","KIWI","Wiscasset Airport","ME","E","y",43.95,-69.7,68.898,NA
"937","KIZG","Fryeburg, Eastern Slopes Regional Airport","ME","E","y",43.98,-70.95,449.475,NA
"938","KLEW","Auburn-Lewiston","ME","E","y",44.05,-70.29,288.714,NA
"939","KMLT","Millinocket Municipal Airport","ME","E","y",45.65,-68.7,408.136,NA
"940","KNHZ","Brunswick, Naval Air Station","ME","E","y",43.89,-69.93,68.898,NA
"941","KOLD","Old Town / Dewitt Field Airport","ME","E","y",44.95,-68.667,134.843,NA
"942","KPQI","Presque Isle","ME","E","y",46.69,-68.05,535.105,"Presque Isle"
"943","KPWM","Portland International Jetport","ME","E","y",43.65,-70.301,79.068,"Portland"
"944","KRKD","Rockland / Knox Automatic Weather Observing","ME","E","y",44.08,-69.12,55.774,"Rockland"
"945","KSFM","Sanford Municipal Automatic Weather Observing","ME","E","y",43.4,-70.7,242.782,NA
"946","KWVL","Waterville Automatic Weather Observing / Reporting","ME","E","y",44.54,-69.69,331.365,NA
"947","PKMJ","Marjuro WSO AP","MH","R","n",7.083,171.383,9.843,NA
"948","PKMR","Majuro Atoll","MH","R","n",7.06,171.27,13.123,NA
"949","PKWA","Kwajalein Atoll","MH","R","n",8.733,167.733,6.89,NA
"950","K78D","Caro","MI","C","y",43.45,-83.45,702.1,NA
"951","K7D2","Troy","MI","C","y",42.55,-83.183,728.346,NA
"952","KACB","Bellaire, Antrim County Airport","MI","E","y",44.99,-85.2,623.36,NA
"953","KADG","Adrian, Lenawee County Airport","MI","E","y",41.87,-84.07,800.525,NA
"954","KAMN","Alma, Gratiot Community Airport","MI","E","y",43.32,-84.69,754.593,NA
"955","KANJ","Sault Ste. Marie","MI","E","y",46.485,-84.366,717.848,NA
"956","KAPN","Alpena County Regional Airport","MI","E","y",45.08,-83.57,688.976,"Alpena"
